	Nationality	Date	Classification
1031	Italian	1991	Design
1032	Italian	1966	Design
1033	Swedish	1932	Design
1034	American	1948	Design
1035	American	1954	Design
1036	Italian	1969	Design
1037	French	1992	Design
1038	Swedish	1944	Design
1039	American	1948	Design
1040	Austrian	1916	Design
1041	French	1988	Design
1042	French	1988	Design
1043	French	1988	Design
1044	Italian	1933	Design
1045	American	1948	Design
1046	American	1975	Design
1047	French	1991	Design
1048	French	1991	Design
1049	French	1991	Design
1050	Italian	1938	Design
1051	American	1975	Design
1052	French	1996	Design
1053	Swedish	1971	Design
1054	French	1987	Design
1055	American	1968	Design
1056	American	1950	Design
1057	French	1996	Design
1058	American	1950	Design
1059	French	1993	Design
1060	American	1950	Design
1061	French	1996	Design
1062	French	1996	Design
1063	French	1996	Design
1064	French	1996	Design
1065	French	1996	Design
1066	American	1950	Design
1067	French	1996	Design
1068	French	1998	Design
1069	French	1998	Design
1070	French	1998	Design
1071	French	1998	Design
1072	French	1998	Design
1073	Italian	1933	Design
1074	American	1947	Design
1075	French	1993	Design
1076	French	1993	Design
1077	French	1993	Design
1078	French	1993	Design
1079	French	1993	Design
1080	French	1993	Design
1081	American	1950	Design
1082	French	1987	Design
1083	French	1987	Design
1084	French	1987	Design
1085	American	1950	Design
1086	French	1993	Design
1087	French	1993	Design
1088	French	1993	Design
1089	American	1952	Design
1090	Italian	1970	Design
1091	American	1947	Design
1092	French	1994	Design
1093	American	1954	Design
1094	Italian	1969	Design
1095	American	1947	Design
1096	French	1990	Design
1097	French	1990	Design
1098	French	1990	Design
1099	French	1990	Design
1100	Danish	1969	Design
1101	French	1988	Design
1102	French	1988	Design
1103	French	1988	Design
1104	Italian	1947	Design
1105	Danish	1971	Design
1106	American	1950	Design
1107	French	1986	Design
1108	Danish	1969	Design
1109	French	1998	Design
1110	American	1940	Design
1111	Danish	1969	Design
1112	French	1988	Design
1113	American	1941	Design
1114	Danish	1971	Design
1115	Swiss	1946	Design
1116	French	1991	Design
1117	Danish	1971	Design
1118	American	1954	Design
1119	American	1954	Design
1120	French	1989	Design
1121	Danish	1968	Design
1122	American	1955	Design
1123	French	1987	Design
1124	American	1942	Design
1125	Finnish	1930	Design
1126	Swedish	1939	Design
1127	American	1971	Design
1128	American	1955	Design
1129	French	1987	Design
1130	Swedish	1942	Design
1131	German	1971	Design
1132	American	1950	Design
1133	French	1998	Design
1134	French	1998	Design
1135	French	1998	Design
1136	French	1998	Design
1137	Finnish	1932	Design
1138	Finnish	1933	Design
1139	Finnish	1932	Design
1140	Finnish	1933	Design
1141	Italian	1971	Design
1142	American	1949	Design
1143	French	1987	Design
1144	German	1965	Design
1145	French	1991	Design
1146	American	1942	Design
1147	American	1937	Design
1148	American	1946	Design
1149	American	1965	Design
1150	American	1955	Design
1151	French	1996	Design
1152	American	1970	Design
1153	American	1960	Design
1154	French	1996	Design
1155	American	1946	Design
1156	American	1946	Design
1157	Italian	1970	Design
1158	American	1950	Design
1159	French	1992	Design
1160	French	1992	Design
1161	French	1992	Design
1162	American	1946	Design
1163	American	1929	Design
1164	Italian	1969	Design
1165	American	1951	Design
1166	French	1996	Design
1167	American	1929	Design
1168	American	1945	Design
1169	French	1995	Design
1170	American	1931	Design
1171	American	1946	Design
1172	American	1944	Design
1173	American	1948	Design
1174	French	1988	Design
1175	American	1931	Design
1176	American	1946	Design
1177	American	1944	Design
1178	French	1988	Design
1179	American	1944	Design
1180	American	1946	Design
1181	American	1942	Design
1182	Italian	1962	Design
1183	French	1996	Design
1184	American	1944	Design
1185	American	1949	Design
1186	German	1902	Design
1187	French	1996	Design
1188	American	1944	Design
1189	American	1935	Design
1190	Swedish	1936	Design
1191	French	1986	Design
1192	American	1944	Design
1193	American	1961	Design
1194	American	1951	Design
1195	French	1998	Design
1196	American	1944	Design
1197	Japanese	1988	Design
1198	French	1989	Design
1199	French	1989	Design
1200	French	1989	Design
1201	French	1989	Design
1202	American	1946	Design
1203	American	1946	Design
1204	Japanese	1989	Design
1205	French	1989	Design
1206	American	1920	Design
1207	Finnish	1959	Design
1208	French	1990	Design
1209	American	1945	Design
1210	American	1920	Design
1211	German	1938	Design
1212	Danish	1952	Design
1213	American	1934	Design
1214	Japanese	1997	Design
1215	American	1946	Design
1216	American	1942	Design
1217	Japanese	1996	Design
1218	American	1920	Design
1219	Swiss	1924	Design
1220	Japanese	1997	Design
1221	American	1945	Design
1222	Swiss	1926	Design
1223	Swiss	1926	Design
1224	Swiss	1923	Design
1225	Swiss	1925	Design
1226	Swiss	1925	Design
1227	Swiss	1925	Design
1228	Swiss	1928	Design
1229	Swiss	1928	Design
1230	Swiss	1928	Design
1231	Swiss	1925	Design
1232	Swiss	1925	Design
1233	Swiss	1925	Design
1234	Swiss	1926	Design
1235	Swiss	1925	Design
1236	Swiss	1925	Design
1237	Swiss	1928	Design
1238	Swiss	1928	Design
1239	Swiss	1923	Design
1240	Swiss	1925	Design
1241	Swiss	1926	Design
1242	Swiss	1923	Design
1243	Swiss	1923	Design
1244	Japanese	1997	Design
1245	American	1908	Design
1246	Italian	1954	Design
1247	Japanese	1991	Design
1248	American	1930	Design
1249	Japanese	1997	Design
1250	American	1946	Design
1251	American	1956	Design
1252	Japanese	1997	Design
1253	American	1946	Design
1254	American	1930	Design
1255	Japanese	1997	Design
1256	American	1938	Design
1257	American	1945	Design
1258	American	1930	Design
1259	Japanese	1997	Design
1260	American	1944	Design
1261	Finnish	1969	Design
1262	Japanese	1994	Design
1263	American	1946	Design
1264	American	1962	Design
1265	Japanese	1995	Design
1266	Italian	1935	Design
1267	American	1946	Design
1268	American	1965	Design
1269	American	1965	Design
1270	American	1946	Design
1271	American	1965	Design
1272	American	1946	Design
1273	American	1946	Design
1274	American	1962	Design
1275	American	1939	Design
1276	American	1921	Design
1277	American	1939	Design
1278	American	1968	Design
1279	American	1902	Design
1280	French	1900	Design
1281	American	1900	Design
1282	American	1934	Design
1283	American	1900	Design
1284	Austrian	1946	Design
1285	American	1946	Design
1286	American	1947	Design
1287	American	1947	Design
1288	Finnish	1939	Design
1289	Finnish	1938	Design
1290	American	1927	Design
1291	American	1940	Design
1292	American	1940	Design
1293	American	1900	Design
1294	American	1950	Design
1295	German	1985	Design
1296	American	1955	Design
1297	Italian	1985	Design
1298	American	1946	Design
1299	American	1946	Design
1300	German	1986	Design
1301	Czech	1942	Design
1302	American	1946	Design
1303	American	1958	Design
1304	American	1943	Design
1305	Austrian	1967	Design
1306	American	1958	Design
1307	Japanese	1986	Design
1308	Japanese	1995	Design
1309	Austrian	1967	Design
1310	American	1969	Design
1311	Japanese	1986	Design
1312	Japanese	1995	Design
1313	Austrian	1920	Design
1314	American	1948	Design
1315	American	1933	Design
1316	Japanese	1988	Design
1317	Italian	1964	Design
1318	Austrian	1920	Design
1319	American	1941	Design
1320	American	1962	Design
1321	Spanish	1914	Design
1322	Italian	1960	Design
1323	British	1875	Design
1324	Austrian	1920	Design
1325	American	1947	Design
1326	British	1946	Design
1327	Austrian	1905	Design
1328	Finnish	1930	Design
1329	American	1960	Design
1330	French	1898	Design
1331	American	1968	Design
1332	American	1935	Design
1333	French	1900	Design
1334	American	1968	Design
1335	Danish	1974	Design
1336	American	1969	Design
1337	American	1946	Design
1338	American	1922	Design
1339	Danish	1974	Design
1340	American	1973	Design
1341	German	1995	Design
1342	American	1901	Design
1343	German	1898	Design
1344	Italian	1973	Design
1345	American	1974	Design
1346	American	1995	Design
1347	American	1939	Design
1348	French	1900	Design
1349	American	1986	Design
1350	British	1963	Design
1351	American	1945	Design
1352	German	1925	Design
1353	Japanese	1987	Design
1354	Japanese	1991	Design
1355	Swedish	1946	Design
1356	American	1945	Design
1357	Moroccan	1987	Design
1358	British	1914	Design
1359	American	1945	Design
1360	American	1945	Design
1361	German	1974	Design
1362	American	1983	Design
1363	British	1914	Design
1364	American	1945	Design
1365	Italian	1973	Design
1366	German	1909	Design
1367	Finnish	1987	Design
1368	American	1942	Design
1369	American	1945	Design
1370	American	1898	Design
1371	American	1985	Design
1372	Belgian	1995	Design
1373	American	1942	Design
1374	American	1945	Design
1375	Finnish	1954	Design
1376	American	1905	Design
1377	American	1942	Design
1378	American	1945	Design
1379	American	1910	Design
1380	Finnish	1954	Design
1381	Japanese	1994	Design
1382	American	1942	Design
1383	American	1945	Design
1384	American	1983	Design
1385	Danish	1957	Design
1386	Japanese	1994	Design
1387	American	1942	Design
1388	American	1945	Design
1389	Danish	1968	Design
1390	Italian	1977	Design
1391	Japanese	1994	Design
1392	American	1948	Design
1393	American	1945	Design
1394	American	1936	Design
1395	Japanese	1994	Design
1396	American	1951	Design
1397	American	1945	Design
1398	Italian	1969	Design
1399	Japanese	1994	Design
1400	American	1946	Design
1401	American	1945	Design
1402	Japanese	1994	Design
1403	American	1947	Design
1404	American	1951	Design
1405	American	1925	Design
1406	French	1907	Architecture
1407	American	1945	Design
1408	Japanese	1994	Design
1409	American	1947	Design
1410	British	1945	Design
1411	Italian	1956	Design
1412	Japanese	1986	Design
1413	American	1950	Design
1414	Finnish	1955	Design
1415	American	1950	Design
1416	Danish	1945	Design
1417	Japanese	1996	Design
1418	Dutch	1946	Design
1419	American	1951	Design
1420	Japanese	1996	Design
1421	French	1947	Design
1422	American	1951	Design
1423	Finnish	1950	Design
1424	Austrian	1905	Design
1425	American	1947	Design
1426	American	1961	Design
1427	Italian	1992	Design
1428	Japanese	1995	Design
1429	American	1939	Design
1430	American	1961	Design
1431	Danish	1979	Design
1432	Swedish	1992	Design
1433	Japanese	1992	Design
1434	American	1947	Design
1435	German	1940	Design
1436	German	1961	Design
1437	Swedish	1983	Design
1438	Finnish	1958	Design
1439	Swedish	1946	Design
1440	Japanese	1956	Design
1441	American	1958	Design
1442	Italian	1969	Design
1443	American	1969	Design
1444	American	1939	Design
1445	American	1932	Design
1446	Swiss	1956	Design
1447	Swiss	1956	Design
1448	American	1969	Design
1449	American	1976	Design
1450	American	1939	Design
1451	American	1946	Design
1452	American	1947	Design
1453	British	1897	Design
1454	American	1969	Design
1455	American	1937	Design
1456	British	1907	Design
1457	American	1946	Design
1458	Dutch	1976	Design
1459	American	1931	Design
1460	British	1897	Design
1461	American	1971	Design
1462	American	1947	Design
1463	American	1931	Design
1464	Dutch	1923	Design
1465	American	1969	Design
1466	American	1945	Design
1467	American	1947	Design
1468	Dutch	1923	Design
1469	American	1946	Design
1470	American	1920	Design
1471	American	1946	Design
1472	American	1922	Design
1473	American	1944	Design
1474	Swedish	1988	Design
1475	American	1982	Design
1476	American	1920	Design
1477	American	1947	Design
1478	American	1930	Design
1479	Canadian	1989	Design
1480	American	1970	Design
1481	American	1920	Design
1482	French	1928	Design
1483	Austrian	1920	Design
1484	Japanese	1989	Design
1485	Danish	1991	Design
1486	American	1920	Design
1487	American	1928	Design
1488	Danish	1976	Design
1489	Colombian	1990	Design
1490	Austrian	1895	Design
1491	American	1920	Design
1492	Austrian	1900	Design
1493	American	1951	Design
1494	German	1992	Design
1495	American	1920	Design
1496	British	1903	Design
1497	Danish	1964	Design
1498	Japanese	1992	Design
1499	American	1920	Design
1500	German	1901	Design
1501	Dutch	1900	Design
1502	British	1988	Design
1503	American	1946	Design
1504	German	1902	Design
1505	Japanese	1989	Design
1506	British	1992	Design
1507	French	1900	Design
1508	British	1989	Design
1509	Dutch	1923	Design
1510	American	1946	Design
1511	American	1945	Design
1512	French	1900	Design
1513	American	1984	Design
1514	American	1907	Design
1515	American	1945	Design
1516	French	1900	Design
1517	Finnish	1952	Design
1518	American	1970	Design
1519	American	1940	Design
1520	American	1945	Design
1521	French	1900	Design
1522	American	1943	Design
1523	American	1945	Design
1524	French	1900	Design
1525	American	1943	Design
1526	French	1900	Design
1527	American	1943	Design
1528	French	1900	Design
1529	American	1936	Design
1530	American	1910	Design
1531	American	1946	Design
1532	Dutch	1946	Design
1533	American	1948	Design
1534	French	1900	Architecture
1535	Dutch	1946	Design
1536	American	1948	Design
1537	British	1902	Design
1538	Dutch	1946	Design
1539	American	1938	Design
1540	German	1908	Design
1541	Dutch	1946	Design
1542	Danish	1946	Design
1543	German	1900	Design
1544	Dutch	1946	Design
1545	German	1900	Design
1546	Dutch	1920	Design
1547	American	1945	Design
1548	German	1912	Design
1549	American	1946	Design
1550	German	1912	Design
1551	American	1946	Design
1552	German	1902	Design
1553	American	1946	Design
1554	American	1904	Design
1555	German	1905	Design
1556	German	1926	Design
1557	German	1907	Design
1558	German	1908	Design
1559	German	1908	Design
1560	German	1905	Design
1561	German	1908	Design
1562	German	1908	Design
1563	German	1926	Design
1564	German	1908	Design
1565	German	1910	Design
